deviceUid,serialNumber,systemManufacturer,systemModel,username,lastUpdatedDateTimeUtc,platformOSType,deviceName,domain,localIp,cpu,bios,latitude,longitude,antivirus,RAMDisponible,RAM,Disco
9188d851-347b-4b0e-b2be-0219ec86e520,5CG41003KM,Hewlett-Packard,HP ELITE X360 1040 14 INCH G10 2-IN-1 NOTEBOOK PC,ARUNTNET\jmramos,2024-12-20T18:33:43.443Z,Windows,LAP-QOR-RENT-13,aruntnet.local,192.168.164.224,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V70 Ver. 01.06.03 ,-12.1211889,-77.0352756,Sophos Endpoint Agent 2024.2.4.1.0,4962.14453125,16 GB,1 TB
2645ddc9-ba55-435d-9c2d-843d810cdf74,5CD401CJPV,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\diego.moscayza,2024-12-20T18:48:01.857Z,Windows,MUR-L-CC-HP6,aruntnet.local,172.16.7.87,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-6.7562442,-78.6196066,Sophos Endpoint Agent 2024.2.4.1.0,4163.9921875,16 GB,512 GB
824574ae-5cea-4a11-a0ef-ecad88e6bb18,4CE336D4QM,Hewlett-Packard,HP PRO SFF 400 G9 DESKTOP PC,DESKTOP-I523493\chincha,2024-12-20T16:03:02.454Z,Windows,DESKTOP-I523493,WORKGROUP,192.168.1.16,12th Gen Intel(R) Core(TM) i7-12700,HPQOEM - 0 U03 Ver. 02.15.20 ,-13.4091914,-76.1641534,Sophos Endpoint Agent 2024.2.4.1.0,8211.28125,16 GB,512 GB
5d9b6e66-6126-4662-bf31-6616f12a6283,4CE336D54K,Hewlett-Packard,HP PRO SFF 400 G9 DESKTOP PC,CEMPROTECH\oscar.luque,2024-12-20T17:23:32.327Z,Windows,NB-CEM017,cemprotech.com.pe,172.16.11.114,12th Gen Intel(R) Core(TM) i7-12700,HPQOEM - 0 U03 Ver. 02.15.20 ,,,Sophos Endpoint Agent 2024.2.4.1.0,4460.08984375,16 GB,512 GB
dd72f8dd-07b5-4524-a152-d11c93a2fbc2,4CE336D563,Hewlett-Packard,HP PRO SFF 400 G9 DESKTOP PC,CEMPROTECH\katherine.marin,2024-12-20T17:05:04.285Z,Windows,NB-CEM016,cemprotech.com.pe,172.16.11.63,12th Gen Intel(R) Core(TM) i7-12700,HPQOEM - 0 U03 Ver. 02.15.20 ,,,Sophos Endpoint Agent 2024.2.4.1.0,9475.75390625,16 GB,512 GB
f5758932-f324-4a6f-bdf2-c471a85eb4b3,5CD401CJPW,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\ronny.bruno,2024-12-19T03:14:40.854Z,Windows,MDH5CD401CJPW-A,aruntnet.local,192.168.1.7,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.0256597,-76.9333058,Sophos Endpoint Agent 2024.2.4.1.0,3075.3828125,16 GB,512 GB
fb098bd0-574c-45e8-a291-037b68da1238,5CD401CJNX,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,CEMPROTECH\jrojas,2024-12-20T16:26:04.442Z,Windows,NB-CEM005,cemprotech.com.pe,172.16.11.113,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.3001292,-76.8337581,Sophos Endpoint Agent 2024.2.4.1.0,5178.7265625,16 GB,512 GB
3f3d2dca-9f44-4785-93ae-08e30420e9ac,5CD401CJPD,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,CEMPROTECH\mtemoche,2024-12-20T18:08:38.854Z,Windows,NB-CEM001,cemprotech.com.pe,172.16.11.227,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.3006715,-76.8361077,Sophos Endpoint Agent 2024.2.4.1.0,5146.3046875,16 GB,512 GB
1ad09ff3-8a3f-47d0-bac1-022570b6a50c,4CE336D54Z,Hewlett-Packard,HP PRO SFF 400 G9 DESKTOP PC,CEMPROTECH\ysalas,2024-12-20T19:54:30.329Z,Windows,NB-CEM022,cemprotech.com.pe,172.16.11.169,12th Gen Intel(R) Core(TM) i7-12700,HPQOEM - 0 U03 Ver. 02.15.20 ,-12.3006828,-76.8360975,Sophos Endpoint Agent 2024.2.4.1.0,4126.09765625,16 GB,512 GB
ceaa71f9-8742-4da4-ba77-9952aeaf13a1,4CE336D59Q,Hewlett-Packard,HP PRO SFF 400 G9 DESKTOP PC,CEMPROTECH\esthefany.guardia,2024-12-20T18:28:24.714Z,Windows,NB-CEM015,cemprotech.com.pe,172.16.11.211,12th Gen Intel(R) Core(TM) i7-12700,HPQOEM - 0 U03 Ver. 02.15.20 ,-12.3002284,-76.8338409,Sophos Intercept X 3.3.1.2,6439.3125,16 GB,512 GB
3e015c48-f180-4dc1-b66e-e896d894d59c,4CE336D58R,Hewlett-Packard,HP PRO SFF 400 G9 DESKTOP PC,CEMPROTECH\carlos.quispe,2024-12-20T16:46:05.220Z,Windows,NB-CEM026,cemprotech.com.pe,172.16.11.196,12th Gen Intel(R) Core(TM) i7-12700,HPQOEM - 0 U03 Ver. 02.15.20 ,-12.3001376,-76.8337556,Sophos Intercept X 3.3.1.2,8628.71875,16 GB,512 GB
ddc98582-dd53-41c1-bde2-716e3436ccd4,5CD42275M8,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,ARUNTNET\valvino,2024-12-20T20:04:02.220Z,Windows,LAP-QOR-RENT-19,aruntnet.local,172.16.70.71,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-12.1057134,-77.0222657,Sophos Intercept X 3.3.1.2,21738.97265625,32 GB,1 TB
bd25d1f3-1214-4857-8aad-ef86da17a03b,4CE336D4X4,Hewlett-Packard,HP PRO SFF 400 G9 DESKTOP PC,CEMPROTECH\vigilancia.cem,2024-12-20T19:29:20.081Z,Windows,NB-CEM039,cemprotech.com.pe,172.16.11.174,12th Gen Intel(R) Core(TM) i7-12700,HPQOEM - 0 U03 Ver. 02.15.20 ,-12.043333053588867,-77.02833557128906,Sophos Intercept X 3.3.1.2,7173.23828125,16 GB,512 GB
5e3b5599-dbd7-4d31-9832-345fec26e474,5CD401CJP9,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,CEMPROTECH\manuel.quispe,2024-12-20T17:11:46.000Z,Windows,NB-CEM004,cemprotech.com.pe,172.16.11.73,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.300132,-76.8337511,Sophos Endpoint Agent 2024.2.4.1.0,6130.76171875,16 GB,512 GB
3e7fd872-62ef-4766-a1d6-3798244d28e2,5CG4311L6L,Hewlett-Packard,HP ELITE X360 1040 14 INCH G11 2-IN-1 NOTEBOOK PC,ARUNTNET\fernando.cerdena,2024-12-20T13:53:42.000Z,Windows,LAP-QOR-RENT-26,aruntnet.local,172.16.16.71,Intel(R) Core(TM) Ultra 7 155H,HPQOEM - 0 W90 Ver. 01.01.08 ,-12.0979114,-77.0129271,Sophos Endpoint Agent 2024.2.4.1.0,7047.2421875,16 GB,1 TB
01dafdb1-2d89-4e89-8491-6214676fcd59,MXL9473VLK,Hewlett-Packard,HP Z4 G4 WORKSTATION,MACSA\nvelazco,2024-12-20T19:16:30.397Z,Windows,WS-NVELAZCO,macsa.com.pe,192.168.1.90,Intel(R) Xeon(R) W-2145 CPU @ 3.70GHz,HPQOEM - 0 P61 v02.92 HP - 2005C ,-12.0432,-77.0282,Windows Defender 4.18.24090.11,24653.59765625,32 GB,512 GB
2a772091-e338-45c0-9800-614b1446dddb,5CD410J5TZ,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\ricardo.alva,2024-12-20T18:01:28.700Z,Windows,DESKTOP-J4FOJRG,aruntnet.local,192.168.67.109,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-6.679642,-78.5207784,Sophos Endpoint Agent 2024.2.4.1.0,9299.453125,16 GB,512 GB
33156053-4374-460e-8fdb-a62864f60fc2,5CD410J5VG,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\anali.cano,2024-12-20T20:06:30.428Z,Windows,LAP-QOR-RENT-18,aruntnet.local,172.16.70.36,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.105663,-77.022378,Sophos Endpoint Agent 2024.2.4.1.0,4148.5859375,16 GB,512 GB
c1a31b01-5375-489f-a0c7-7a708a91987c,5CD410J5W7,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\rosa.canelo,2024-11-07T15:50:08.868Z,Windows,MDH5CD410J5W7-A,aruntnet.local,172.16.25.241,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.05.05 ,-12.0213766,-76.9613935,Sophos Intercept X 3.3.1.2,11425.83203125,16 GB,512 GB
78e4afff-7f7c-4247-82f4-f5907b416cce,5CD42275M3,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,CEMPROTECH\pedro.herrera,2024-12-17T21:35:58.312Z,Windows,NB-CEM032,cemprotech.com.pe,172.16.11.99,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-12.300684,-76.8361076,Sophos Endpoint Agent 2024.2.4.1.0,21845.99609375,32 GB,1 TB
b098ca1c-f549-4f41-ae06-5f7843529067,5CD410J5SW,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\jhon.arteaga,2024-12-20T16:26:04.490Z,Windows,LP-MUR-CHIN-01,aruntnet.local,192.168.1.14,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-13.420965,-76.1403807,Sophos Endpoint Agent 2024.2.4.1.0,8096.25,16 GB,512 GB
bbf6d0f2-3541-4ce1-bad5-c64b425d4978,5CD410J5VH,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,DESKTOP-D01L5EA\chincha,2024-12-20T17:23:32.310Z,Windows,DESKTOP-D01L5EA,WORKGROUP,192.168.1.6,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-13.4209686,-76.1403804,Sophos Endpoint Agent 2024.2.4.1.0,1990.26953125,16 GB,512 GB
384779db-6b31-4056-8e9c-bd46e6c200a4,5CD410J5VD,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,DESKTOP-K4B5BQD\chincha,2024-12-20T18:40:43.632Z,Windows,DESKTOP-K4B5BQD,WORKGROUP,192.168.43.184,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-13.4211271,-76.1402938,Sophos Endpoint Agent 2024.2.4.1.0,6831.8671875,16 GB,512 GB
a25c914e-b63e-4379-96ad-1587cce37720,5CD410J5RY,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\manfredo.herrera,2024-12-20T13:52:34.444Z,Windows,LAP-QOR-RENT-17,aruntnet.local,192.168.1.116,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-16.3742212,-71.552101,Sophos Endpoint Agent 2024.2.4.1.0,7912.6796875,16 GB,512 GB
6302bf83-3a96-4374-9312-2825b58a50c8,5CD410J5W4,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\luis.espinoza,2024-12-20T19:08:40.056Z,Windows,DESKTOP-UI9DB92,aruntnet.local,192.168.5.59,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.0934637,-77.0376876,Sophos Endpoint Agent 2024.2.4.1.0,10655.66015625,16 GB,512 GB
744d5450-5d7a-42f5-b1c7-f4a38d27e400,5CD410J5W8,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,DESKTOP-8L4VTI6\chincha,2024-12-20T19:54:30.296Z,Windows,DESKTOP-8L4VTI6,WORKGROUP,192.168.1.13,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.043333053588867,-77.02833557128906,Sophos Endpoint Agent 2024.2.4.1.0,7868.56640625,16 GB,512 GB
362c713e-820d-42a5-81bc-ca72d0ba5d32,5CD410J5WP,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,KATERINNE\chincha,2024-12-20T17:42:32.225Z,Windows,KATERINNE,WORKGROUP,192.168.1.15,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-13.4209587,-76.1403772,Sophos Endpoint Agent 2024.2.4.1.0,990.88671875,16 GB,512 GB
39b9a772-201b-4d37-87c8-a25cc602f75f,5CD410J5S0,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\kelvin.saldivar,2024-12-20T00:52:37.104Z,Windows,LP-MUR-CMP2-123,aruntnet.local,10.71.23.117,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-7.888252,-78.1281959,Sophos Endpoint Agent 2024.2.4.1.0,5888.97265625,16 GB,512 GB
d7d40fae-503a-4781-98be-3e11a93964cc,5CD410J5TX,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\evilca,2024-12-20T18:41:56.333Z,Windows,DESKTOP-MP0O4SH,aruntnet.local,192.168.1.40,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-15.4941646,-70.1413412,Sophos Endpoint Agent 2024.2.4.1.0,4692.72265625,16 GB,512 GB
abd46281-7c5c-40dc-bd10-fe77caec9468,5CD410J5TJ,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\dhidalgo,2024-12-20T16:46:05.330Z,Windows,LP-MUR-CMP2-124,aruntnet.local,172.16.24.252,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.0211224,-76.9606233,Sophos Endpoint Agent 2024.2.4.1.0,7287.83203125,16 GB,512 GB
082bbc5e-506a-4688-82bc-e667aa17f3ac,5CD42275ML,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,ARUNTNET\terrencio.cruz,2024-12-20T16:46:05.278Z,Windows,NB-CEM038,aruntnet.local,192.168.2.107,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-12.043333053588867,-77.02833557128906,Sophos Endpoint Agent 2024.2.4.1.0,19365.8671875,32 GB,1 TB
7a51e6c0-23cb-4e32-bb95-02392de3ee28,5CD42275M9,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,ARUNTNET\jestela,2024-12-20T17:05:04.269Z,Windows,LAP-QOR-RENT-24,aruntnet.local,172.16.66.88,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-12.1061998,-77.0220141,Sophos Intercept X 3.3.1.2,48859.328125,64 GB,1 TB
06f7b360-0e6d-4ddc-8c99-9960303329bc,5CD410J5SN,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\leocadio.artica,2024-12-20T01:18:54.000Z,Windows,DESKTOP-A9FEKGR,aruntnet.local,192.168.1.8,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.0218287,-75.229801,Windows Defender 4.18.24090.11,9953.515625,16 GB,512 GB
2d0b2188-7d23-40c3-a9c3-3aaccece5e74,5CD410J5SL,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\luis.llanque,2024-12-20T19:43:03.209Z,Windows,DESKTOP-KBJR9DL,aruntnet.local,10.1.0.170,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-14.7696601,-72.3766275,Sophos Endpoint Agent 2024.2.4.1.0,8668.90234375,16 GB,512 GB
c2f4eeae-55cc-4a0f-bd56-aecc0e9e9073,5CD410J5WM,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\marlon.aucallanchi,2024-12-20T20:03:16.886Z,Windows,DESKTOP-509DF19,aruntnet.local,172.16.19.73,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.0979051,-77.0130484,Sophos Endpoint Agent 2024.2.4.1.0,4420.92578125,16 GB,512 GB
293ba767-7164-4e17-96ad-3f90ccb95ef3,5CD410J5VQ,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\allison.palomino,2024-12-12T19:41:31.430Z,Windows,MDH5CD410J5VQ-A,aruntnet.local,172.16.24.193,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.0212464,-76.9609399,Sophos Endpoint Agent 2024.2.4.1.0,7604.45703125,16 GB,512 GB
826ec6ad-c3cf-4644-932e-3a13c4159e06,5CD410J5VN,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\tony.condor,2024-12-20T16:06:37.039Z,Windows,MDH5CD410J5VN-A,aruntnet.local,172.16.25.189,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.021243,-76.9609347,Sophos Endpoint Agent 2024.2.4.1.0,4633.734375,16 GB,512 GB
71b50010-bbbf-4af9-b20e-c3e8dd862934,5CD42275MS,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,CEMPROTECH\mcuba,2024-12-20T19:16:22.922Z,Windows,NB-CEM031,cemprotech.com.pe,192.168.1.9,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-12.1663187,-76.9987283,Sophos Endpoint Agent 2024.2.4.1.0,16084.21875,32 GB,1 TB
5b255948-d911-424f-bf88-f7157b9fc238,5CD42275M7,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,ARUNTNET\kevin.cachique,2024-12-14T14:03:31.445Z,Windows,MDH5CD42275M7-A,aruntnet.local,172.16.25.110,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-12.0208018,-76.9617318,Sophos Endpoint Agent 2024.2.4.1.0,15572.1328125,32 GB,1 TB
3efd073e-bb8c-4141-a69e-ac33897763ac,5CD42275MM,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,CEMPROTECH\rdiaz,2024-12-20T16:19:49.000Z,Windows,NB-CEM033,cemprotech.com.pe,172.16.11.136,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-12.3006828,-76.8360993,Sophos Endpoint Agent 2024.2.4.1.0,20921.1171875,32 GB,1 TB
7c0d7261-f00d-48e1-9d0e-17efa3294a02,5CD410J5WL,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\patricia.quevedo,2024-12-20T19:54:39.987Z,Windows,LAP-QOR-RENT-13,aruntnet.local,172.16.70.210,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.1057179,-77.0222308,Sophos Endpoint Agent 2024.2.4.1.0,2902.25390625,16 GB,512 GB
2ee8047f-85fe-477e-a16d-6c46869270a1,5CD410J5WZ,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,CEMPROTECH\gianella.carrillo,2024-12-20T17:33:16.000Z,Windows,NB-CEM035,cemprotech.com.pe,172.16.11.24,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.3006693,-76.8361195,Sophos Endpoint Agent 2024.2.4.1.0,4844.0390625,16 GB,512 GB
325bb6de-915b-42b5-a206-bef082e74318,5CD410J5RP,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,CEMPROTECH\rene.balarezo,2024-12-20T20:07:03.646Z,Windows,NB-CEM037,cemprotech.com.pe,172.16.11.164,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.3006938,-76.8360834,Sophos Endpoint Agent 2024.2.4.1.0,5782.5234375,16 GB,512 GB
7a6b9630-b6a6-4dc2-afd0-df7d4d9e00c4,5CD410J5TW,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,CEMPROTECH\patrick.guevara,2024-12-20T17:08:51.503Z,Windows,NB-CEM036,cemprotech.com.pe,172.16.11.26,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.3006812,-76.8361047,Sophos Endpoint Agent 2024.2.4.1.0,10861.21484375,16 GB,512 GB
398a60f1-2167-4c07-b846-aa5458d67650,5CD42275M0,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,ARUNTNET\ruben.alomia,2024-12-17T19:02:58.000Z,Windows,CRES_LAP_ING1,aruntnet.local,172.16.32.246,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-14.7696771,-72.376718,Sophos Intercept X Unknown,18138.20703125,32 GB,1 TB
34397b7b-68e2-4280-9360-3cf0d8cbfef1,5CD410J5W0,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\ygonzalesm,2024-12-20T14:57:53.728Z,Windows,CRESPORRCC02,aruntnet.local,192.168.100.107,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-14.7710701,-72.3742394,Sophos Endpoint Agent 2024.2.4.1.0,9224.609375,16 GB,512 GB
ef3f9822-1998-4ded-ad1b-1ed0ef0c43e6,5CG4074GT3,Hewlett-Packard,HP ELITE X360 1040 14 INCH G10 2-IN-1 NOTEBOOK PC,DESKTOP-PMIBD3T\Usuario-01,2024-12-05T05:43:56.000Z,Windows,DESKTOP-PMIBD3T,WORKGROUP,172.16.40.43,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V70 Ver. 01.06.03 ,-12.092563,-77.0288209,Sophos Endpoint Agent 2024.2.4.1.0,7566.71875,16 GB,1 TB
1d65ef02-f879-476d-a19a-5abdc56b697f,5CD42275M2,Hewlett-Packard,HP ZBOOK POWER 16 INCH G11 MOBILE WORKSTATION PC,CEMPROTECH\fespinozag,2024-12-20T20:02:16.915Z,Windows,NB-CEM034,cemprotech.com.pe,172.16.11.53,Intel(R) Core(TM) Ultra 9 185H,HPQOEM - 0 W97 Ver. 01.03.04 ,-12.3006641,-76.8361297,Sophos Endpoint Agent 2024.2.4.1.0,14265.55078125,32 GB,1 TB
197f3eb9-59d0-41e8-a14e-3f4ba2622e4e,5CD410J5WW,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\epelaes,2024-12-20T17:17:03.618Z,Windows,MDH5CD410J5WW-A,aruntnet.local,172.16.24.125,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.0212806,-76.9609182,Sophos Endpoint Agent 2024.2.4.1.0,3432.09375,16 GB,512 GB
7c55eee4-0ef3-4d7d-9c6f-5c742c3d4f53,5CD421JXS4,Hewlett-Packard,HP PROBOOK 450 15.6 INCH G10 NOTEBOOK PC,ARUNTNET\silvia.silva,2024-12-20T16:46:05.149Z,Windows,LP-MUR-CMP2-127,aruntnet.local,172.16.25.225,13th Gen Intel(R) Core(TM) i7-1355U,HPQOEM - 0 V72 Ver. 01.06.03 ,-12.0211551,-76.9606177,Sophos Endpoint Agent 2024.2.4.1.0,4715.37109375,16 GB,512 GB
